"genus","age","avg_abundance"
"Desulfobacter",9,1
"Desulfobacterium",4,1
"Desulfobacterium",5,1
"Desulfobacula",3,1
"Desulfobacula",4,1
"Desulfobacula",5,1
"Desulfobacula",6,1
"Desulfobacula",7,1
"Desulfobulbus",4,1
"Desulfobulbus",6,1
"Desulfobulbus",11,1
"Desulfocapsa",3,1
"Desulfocapsa",5,1
"Desulfocapsa",7,1
"Desulfocarbo",3,1
"Desulfocarbo",4,1
"Desulfococcus",6,1
"Desulfococcus",9,1
"Desulfococcus",11,1
"Desulfocurvus",3,1
"Desulfocurvus",4,1
"Desulfocurvus",9,1
"Desulfocurvus",11,1
"Desulfofustis",3,1
"Desulfofustis",7,1
"Desulfohalobium",3,1
"Desulfohalobium",4,1
"Desulfohalobium",6,1
"Desulfohalobium",7,1
"Desulfoluna",5,1
"Desulfoluna",6,1
"Desulfoluna",9,1
"Desulfoluna",11,1
"Desulfomonile",5,1
"Desulfomonile",6,1
"Desulfomonile",7,1
"Desulfomonile",9,1
"Desulfonatronospira",7,1
"Desulfonatronovibrio",8,1
"Desulfonatronovibrio",11,1
"Desulfonatronum",3,1
"Desulfonatronum",6,1
"Desulfonatronum",7,1
"Desulfonatronum",11,1
"Desulfonauticus",4,1
"Desulfonauticus",6,1
"Desulfonauticus",7,1
"Desulfonauticus",9,1
"Desulfoplanes",7,1
"Desulforegula",4,1
"Desulforegula",5,1
"Desulforegula",9,1
"Desulforegula",11,1
"Desulforhopalus",4,1
"Desulforhopalus",6,1
"Desulforhopalus",7,1
"Desulforhopalus",9,1
"Desulforhopalus",11,1
"Desulfosarcina",4,1
"Desulfosarcina",5,1
"Desulfosarcina",6,1
"Desulfosarcina",7,1
"Desulfosarcina",9,1
"Desulfospira",6,1
"Desulfospira",7,1
"Desulfotalea",3,1
"Desulfotalea",4,1
"Desulfotalea",6,1
"Desulfotalea",9,1
"Desulfotalea",11,1
"Desulfotignum",4,1
"Desulfotignum",5,1
"Desulfotignum",6,1
"Desulfovermiculus",3,1
"Desulfovermiculus",7,1
"Desulfovirgula",5,1
"Desulfovirgula",6,1
"Desulfovirgula",9,1
"Desulfuribacillus",3,1
"Desulfuribacillus",11,1
"Desulfurispirillum",3,1
"Desulfurispirillum",7,1
"Desulfurivibrio",3,1
"Desulfurivibrio",4,1
"Desulfurivibrio",6,1
"Desulfurivibrio",7,1
"Desulfurivibrio",8,1
"Desulfurivibrio",9,1
"Desulfurobacterium",3,1
"Desulfurobacterium",5,1
"Desulfurobacterium",7,1
"Desulfuromonas",3,1
"Desulfuromonas",7,1
"Desulfuromonas",11,1
"Desulfuromusa",3,1
"Desulfuromusa",4,1
"Desulfuromusa",6,1
"Desulfuromusa",7,1
"Desulfuromusa",11,1
"Dethiobacter",3,1
"Dethiobacter",6,1
"Dethiobacter",8,1
"Dethiosulfatarculus",3,1
"Dethiosulfatarculus",5,1
"Dethiosulfatarculus",7,1
"Dethiosulfatarculus",9,1
"Dethiosulfovibrio",5,1
"Dethiosulfovibrio",6,1
"Dethiosulfovibrio",7,1
"Dethiosulfovibrio",11,1
"Devosia",3,1
"Devosia",4,1
"Devosia",6,1
"Devosia",7,1
"Devosia",8,1
"Devosia",11,1
"Diaphorobacter",5,1
"Dickeya",4,1
"Dickeya",5,1
"Dickeya",6,1
"Dickeya",9,1
"Dictyoglomus",4,1
"Dictyoglomus",8,1
"Dinoroseobacter",5,1
"Diplosphaera",4,1
"Diplosphaera",6,1
"Dissulfuribacter",3,1
"Dissulfuribacter",7,1
"Dokdonia",3,1
"Dokdonia",4,1
"Dokdonia",7,1
"Dokdonia",8,1
"Dolichospermum",5,1
"Domibacillus",3,1
"Domibacillus",4,1
"Domibacillus",5,1
"Domibacillus",6,1
"Domibacillus",8,1
"Dongia",3,1
"Dongia",4,1
"Dongia",5,1
"Dongia",6,1
"Dongia",7,1
"Dongia",8,1
"Dongia",9,1
"Dongia",11,1
"Draconibacterium",8,1
"Draconibacterium",11,1
"Duganella",3,1
"Duganella",5,1
"Duganella",6,1
"Duganella",7,1
"Duganella",9,1
"Duganella",11,1
"Dyadobacter",3,1
"Dyadobacter",6,1
"Dyadobacter",9,1
"Dyadobacter",11,1
"Dyella",3,1
"Dyella",7,1
"Dyella",9,1
"Echinicola",11,1
"Ectothiorhodospira",3,1
"Ectothiorhodospira",5,1
"Ectothiorhodospira",7,1
"Edaphobacter",3,1
"Edaphobacter",5,1
"Edwardsiella",3,1
"Edwardsiella",4,1
"Edwardsiella",5,1
"Effusibacillus",6,1
"Effusibacillus",9,1
"Elstera",3,1
"Elstera",5,1
"Elstera",6,1
"Elstera",7,1
"Elusimicrobium",3,1
"Elusimicrobium",4,1
"Elusimicrobium",5,1
"Elusimicrobium",7,1
"Elusimicrobium",9,1
"Elusimicrobium",11,1
"Empedobacter",5,1
"Empedobacter",6,1
"Empedobacter",7,1
"Empedobacter",8,1
"Emticicia",3,1
"Emticicia",4,1
"Emticicia",5,1
"Emticicia",7,1
"Endomicrobium",3,1
"Endomicrobium",5,1
"Endomicrobium",7,1
"Endozoicomonas",3,1
"Endozoicomonas",4,1
"Endozoicomonas",5,1
"Endozoicomonas",6,1
"Endozoicomonas",7,1
"Endozoicomonas",9,1
"Endozoicomonas",11,1
"Enhygromyxa",4,1
"Enhygromyxa",6,1
"Enorma",3,1
"Enorma",4,1
"Enorma",6,1
"Enorma",8,1
"Enorma",11,1
"Ensifer",3,1
"Ensifer",4,1
"Ensifer",5,1
"Ensifer",6,1
"Ensifer",7,1
"Ensifer",8,1
"Ensifer",11,1
"Enterobacter",6,1
"Enterobacter",9,1
"Enterobacter",11,1
"Enterocytozoon",8,1
"Enterocytozoon",11,1
"Epibacterium",3,1
"Epibacterium",4,1
"Epibacterium",5,1
"Epilithonimonas",3,1
"Epilithonimonas",5,1
"Epilithonimonas",6,1
"Epilithonimonas",7,1
"Epulopiscium",11,1
"Eremococcus",3,1
"Erwinia",3,1
"Erwinia",4,1
"Erwinia",5,1
"Erwinia",6,1
"Erwinia",7,1
"Erwinia",8,1
"Erysipelothrix",5,1
"Erysipelothrix",6,1
"Erysipelothrix",9,1
"Erythrobacter",3,1
"Erythrobacter",4,1
"Erythrobacter",5,1
"Erythrobacter",7,1
"Erythrobacter",11,1
"Eudoraea",5,1
"Euryhalocaulis",3,1
"Euryhalocaulis",4,1
"Euryhalocaulis",7,1
"Exiguobacterium",5,1
"Exiguobacterium",6,1
"Exiguobacterium",7,1
"Exiguobacterium",8,1
"Exiguobacterium",11,1
"Fabibacter",3,1
"Fabibacter",6,1
"Fabibacter",11,1
"Facklamia",5,1
"Facklamia",7,1
"Facklamia",8,1
"Facklamia",9,1
"Facklamia",11,1
"Faecalibaculum",7,1
"Faecalibaculum",11,1
"Fangia",7,1
"Fermentimonas",5,1
"Fermentimonas",6,1
"Fermentimonas",8,1
"Fermentimonas",9,1
"Ferrimonas",3,1
"Ferrimonas",5,1
"Ferrimonas",7,1
"Ferriphaselus",3,1
"Ferriphaselus",9,1
"Fervidicella",8,1
"Fervidicola",3,1
"Fervidicola",4,1
"Fervidicola",5,1
"Fervidicola",6,1
"Fervidicola",8,1
"Fervidicola",11,1
"Fervidobacterium",3,1
"Fervidobacterium",4,1
"Fervidobacterium",5,1
"Fervidobacterium",6,1
"Fervidobacterium",7,1
"Fervidobacterium",8,1
"Fibrisoma",3,1
"Fibrisoma",5,1
"Fibrisoma",6,1
"Fibrisoma",7,1
"Fictibacillus",3,1
"Fictibacillus",4,1
"Fictibacillus",6,1
"Fictibacillus",9,1
"Filifactor",8,1
"Filifactor",11,1
"Filimonas",8,1
"Fimbriimonas",4,1
"Fimbriimonas",5,1
"Finegoldia",5,1
"Fischerella",3,1
"Fischerella",4,1
"Fischerella",5,1
"Fischerella",8,1
"Flammeovirga",5,1
"Flammeovirga",6,1
"Flammeovirga",8,1
"Flammeovirga",9,1
"Flammeovirga",11,1
"Flavihumibacter",5,1
"Flavihumibacter",6,1
"Flavihumibacter",8,1
"Flavihumibacter",11,1
"Flaviramulus",3,1
"Flaviramulus",4,1
"Flaviramulus",11,1
"Flavisolibacter",7,1
"Flectobacillus",3,1
"Flectobacillus",7,1
"Flexibacter",3,1
"Flexibacter",4,1
"Flexibacter",5,1
"Flexibacter",6,1
"Flexibacter",8,1
"Flexibacter",9,1
"Flexithrix",3,1
"Flexithrix",7,1
"Flexithrix",11,1
"Fontibacillus",6,1
"Fontibacillus",7,1
"Fontibacillus",8,1
"Fontibacillus",9,1
"Fontibacillus",11,1
"Formosa",4,1
"Formosa",5,1
"Formosa",6,1
"Formosa",8,1
"Francisella",8,1
"Frankia",5,1
"Frankia",6,1
"Frateuria",4,1
"Frateuria",7,1
"Fuchsiella",7,1
"Fulvivirga",4,1
"Fulvivirga",5,1
"Fusarium",3,1
"Fusarium",4,1
"Fusarium",5,1
"Fusarium",6,1
"Fusarium",7,1
"Fusarium",8,1
"Fusarium",9,1
"Galbibacter",4,1
"Galbibacter",6,1
"Galbibacter",7,1
"Gallibacterium",11,1
"Gayadomonas",3,1
"Gayadomonas",6,1
"Geitlerinema",3,1
"Gelatoporia",3,1
"Gelatoporia",4,1
"Gelatoporia",5,1
"Gelatoporia",6,1
"Gelatoporia",7,1
"Gelatoporia",9,1
"Gelidibacter",4,1
"Gelidibacter",5,1
"Gelidibacter",6,1
"Gelidibacter",7,1
"Gelidibacter",8,1
"Gelidibacter",9,1
"Gelidibacter",11,1
"Gemella",5,1
"Gemella",6,1
"Gemella",8,1
"Gemella",11,1
"Geminocystis",3,1
"Geminocystis",4,1
"Geminocystis",6,1
"Geminocystis",7,1
"Geminocystis",8,1
"Geminocystis",9,1
"Gemmata",4,1
"Gemmata",5,1
"Gemmata",6,1
"Gemmatimonas",7,1
"Gemmobacter",7,1
"Geoalkalibacter",5,1
"Geobacillus",4,1
"Geobacillus",7,1
"Geobacillus",8,1
"Geobacillus",9,1
"Geobacter",4,1
"Geobacter",5,1
"Geobacter",6,1
"Geobacter",8,1
"Geobacter",9,1
"Geobacter",11,1
"Geodermatophilus",4,1
"Geofilum",6,1
"Geotoga",4,1
"Giesbergeria",7,1
"Gillisia",7,1
"Gillisia",8,1
"Gilvimarinus",11,1
"Glaciecola",3,1
"Glaciecola",7,1
"Globicatella",3,1
"Globicatella",4,1
"Globicatella",5,1
"Globicatella",6,1
"Gloeobacter",4,1
"Gloeobacter",5,1
"Gloeobacter",6,1
"Gloeobacter",7,1
"Gloeobacter",8,1
"Gloeocapsa",5,1
"Gluconacetobacter",5,1
"Gluconacetobacter",7,1
"Gonapodya",4,1
"Gonapodya",6,1
"Gonapodya",11,1
"Gorillibacterium",6,1
"Gottschalkia",6,1
"Gottschalkia",8,1
"Gracilibacillus",3,1
"Gracilibacillus",4,1
"Gracilibacillus",5,1
"Gracilibacillus",6,1
"Gracilibacillus",7,1
"Gracilibacillus",8,1
"Gracilibacillus",9,1
"Gracilibacter",8,1
"Gracilibacter",9,1
"Gramella",4,1
"Gramella",7,1
"Gramella",11,1
"Granulicella",4,1
"Gryllotalpicola",7,1
"Hafnia",3,1
"Hafnia",5,1
"Hafnia",7,1
"Hafnia",9,1
"Hafnia",11,1
"Hahella",4,1
"Haladaptatus",3,1
"Haladaptatus",4,1
"Haladaptatus",5,1
"Haladaptatus",9,1
"Halanaerobium",5,1
"Halanaerobium",9,1
"Halanaerobium",11,1
"Haliangium",7,1
"Haliea",3,1
"Haliea",7,1
"Haliscomenobacter",3,1
"Haliscomenobacter",4,1
"Haliscomenobacter",6,1
"Haliscomenobacter",7,1
"Haliscomenobacter",8,1
"Haliscomenobacter",9,1
"Haliscomenobacter",11,1
"Hallella",5,1
"Hallella",8,1
"Halobacillus",3,1
"Halobacillus",5,1
"Halobacillus",6,1
"Halobacillus",11,1
"Halobacteriovorax",5,1
"Halobacteroides",7,1
"Halodesulfovibrio",4,1
"Haloferax",5,1
"Haloferula",4,1
"Haloferula",6,1
"Haloferula",8,1
"Haloferula",11,1
"Haloglycomyces",4,1
"Haloglycomyces",6,1
"Halomicrobium",3,1
"Halomicrobium",5,1
"Halomicrobium",7,1
"Halomicrobium",11,1
"Halomonas",3,1
"Halomonas",4,1
"Halomonas",6,1
"Halomonas",9,1
"Halomonas",11,1
"Halonatronum",4,1
"Halonatronum",6,1
"Halopiger",3,1
"Halopiger",5,1
"Halopiger",7,1
"Halopiger",8,1
"Haloplasma",5,1
"Haloplasma",11,1
"Halorientalis",5,1
"Halorientalis",6,1
"Halorubrum",3,1
"Halotalea",7,1
"Halothece",3,1
"Halothece",7,1
"Halothermothrix",3,1
"Halothermothrix",4,1
"Halothermothrix",5,1
"Halothermothrix",9,1
"Halothiobacillus",3,1
"Halothiobacillus",7,1
"Hapalosiphon",5,1
"Hassallia",5,1
"Hassallia",7,1
"Helcococcus",3,1
"Helcococcus",5,1
"Helcococcus",6,1
"Helcococcus",11,1
"Helicobacter",5,1
"Helicobacter",9,1
"Helicobacter",11,1
"Heliobacterium",4,1
"Heliobacterium",5,1
"Heliobacterium",8,1
"Heliobacterium",11,1
"Hellea",3,1
"Hellea",7,1
"Herbiconiux",3,1
"Herbiconiux",7,1
"Herbidospora",4,1
"Herbidospora",7,1
"Herminiimonas",3,1
"Herminiimonas",5,1
"Herminiimonas",6,1
"Herpetosiphon",3,1
"Hippea",9,1
"Hippea",11,1
"Holophaga",3,1
"Holophaga",4,1
"Hydrobacter",4,1
"Hydrobacter",5,1
"Hydrobacter",7,1
"Hydrogenibacillus",4,1
"Hydrogenibacillus",5,1
"Hydrogenivirga",5,1
"Hydrogenophaga",3,1
"Hydrogenophaga",4,1
"Hydrogenophaga",5,1
"Hydrogenophaga",6,1
"Hydrogenophaga",7,1
"Hydrogenophaga",9,1
"Hydrogenophaga",11,1
"Hylemonella",4,1
"Hylemonella",7,1
"Hylemonella",11,1
"Hymenobacter",4,1
"Hymenobacter",5,1
"Hymenobacter",6,1
"Hymenobacter",8,1
"Hymenobacter",9,1
"Hyphomonas",3,1
"Hyphomonas",5,1
"Hyphomonas",7,1
"Hyunsoonleella",3,1
"Hyunsoonleella",4,1
"Hyunsoonleella",5,1
"Hyunsoonleella",6,1
"Idiomarina",3,1
"Idiomarina",4,1
"Idiomarina",5,1
"Idiomarina",6,1
"Idiomarina",7,1
"Iflavirus",4,1
"Iflavirus",6,1
"Ignatzschineria",7,1
"Ignavibacterium",3,1
"Ignavibacterium",4,1
"Ignavibacterium",5,1
"Ignavibacterium",8,1
"Ignavibacterium",9,1
"Ignavigranum",3,1
"Ignavigranum",5,1
"Ignavigranum",7,1
"Ilumatobacter",7,1
"Ilyobacter",3,1
"Ilyobacter",5,1
"Ilyobacter",6,1
"Inquilinus",3,1
"Inquilinus",4,1
"Inquilinus",5,1
"Inquilinus",6,1
"Inquilinus",7,1
"Inquilinus",8,1
"Inquilinus",9,1
"Inquilinus",11,1
"Isobaculum",3,1
"Isobaculum",4,1
"Isobaculum",5,1
"Isobaculum",7,1
"Isobaculum",8,1
"Isobaculum",9,1
"Isoptericola",3,1
"Isoptericola",4,1
"Isoptericola",5,1
"Isoptericola",7,1
"Isoptericola",11,1
"Isosphaera",4,1
"Isosphaera",9,1
"Jaapia",5,1
"Jannaschia",3,1
"Jannaschia",4,1
"Jannaschia",5,1
"Jannaschia",6,1
"Jannaschia",7,1
"Jannaschia",9,1
"Janthinobacterium",3,1
"Jejuia",6,1
"Jejuia",8,1
"Jejuia",9,1
"Jejuia",11,1
"Jeotgalibaca",4,1
"Jeotgalibaca",6,1
"Jeotgalibaca",7,1
"Jeotgalibacillus",5,1
"Jeotgalibacillus",6,1
"Jeotgalibacillus",8,1
"Jeotgalibacillus",9,1
"Jeotgalicoccus",3,1
"Jeotgalicoccus",4,1
"Jeotgalicoccus",5,1
"Jeotgalicoccus",7,1
"Jeotgalicoccus",9,1
"Jeotgalicoccus",11,1
"Jiangella",6,1
"Jiangella",11,1
"Jonesia",3,1
"Jonesia",7,1
"Jonquetella",3,1
"Jonquetella",6,1
"Jonquetella",9,1
"Jonquetella",11,1
"Joostella",5,1
"Joostella",6,1
"Kaistia",3,1
"Kaistia",4,1
"Kaistia",5,1
"Kaistia",9,1
"Kaistia",11,1
"Kallipyga",8,1
"Kangiella",3,1
"Kangiella",6,1
"Kangiella",7,1
"Kerstersia",3,1
"Kerstersia",7,1
"Kibdelosporangium",3,1
"Kibdelosporangium",7,1
"Kiloniella",3,1
"Kiloniella",4,1
"Kiloniella",5,1
"Kiloniella",6,1
"Kiloniella",9,1
"Kiloniella",11,1
"Kingella",3,1
"Kingella",4,1
"Kingella",5,1
"Kingella",6,1
"Kingella",7,1
"Kitasatospora",3,1
"Kitasatospora",4,1
"Kitasatospora",5,1
"Kitasatospora",6,1
"Kluyvera",7,1
"Kluyvera",8,1
"Kluyvera",11,1
"Knoellia",3,1
"Knoellia",4,1
"Knoellia",5,1
"Knoellia",6,1
"Knoellia",7,1
"Knoellia",9,1
"Kocuria",7,1
"Komagataeibacter",3,1
"Komagataeibacter",7,1
"Kordia",4,1
"Kordiimonas",3,1
"Kordiimonas",4,1
"Kordiimonas",5,1
"Kordiimonas",7,1
"Kordiimonas",9,1
"Kordiimonas",11,1
"Kosakonia",3,1
"Kosakonia",4,1
"Kosakonia",7,1
"Kosmotoga",3,1
"Kosmotoga",4,1
"Kosmotoga",5,1
"Kosmotoga",7,1
"Kosmotoga",8,1
"Kosmotoga",9,1
"Kosmotoga",11,1
"Kouleothrix",6,1
"Kouleothrix",8,1
"Kouleothrix",9,1
"Kribbella",3,1
"Kribbella",4,1
"Kriegella",4,1
"Kriegella",5,1
"Kriegella",6,1
"Kriegella",7,1
"Ktedonobacter",3,1
"Ktedonobacter",4,1
"Ktedonobacter",5,1
"Ktedonobacter",9,1
"Kurthia",3,1
"Kurthia",4,1
"Kurthia",5,1
"Kurthia",6,1
"Kurthia",7,1
"Kurthia",11,1
"Kushneria",4,1
"Kushneria",5,1
"Kyrpidia",4,1
"Kyrpidia",6,1
"Kyrpidia",9,1
"Kyrpidia",11,1
"Kytococcus",5,1
"Labilibacter",5,1
"Labilibacter",6,1
"Labilithrix",6,1
"Labrenzia",4,1
"Labrenzia",7,1
"Labrenzia",9,1
"Lacinutrix",3,1
"Lacinutrix",4,1
"Lacinutrix",5,1
"Lacinutrix",6,1
"Lacinutrix",7,1
"Lacinutrix",8,1
"Lacticigenium",3,1
"Lacticigenium",7,1
"Laribacter",3,1
"Laribacter",9,1
"Lautropia",5,1
"Lawsonia",11,1
"Leadbetterella",5,1
"Leadbetterella",7,1
"Leadbetterella",8,1
"Lechevalieria",4,1
"Lechevalieria",5,1
"Lechevalieria",7,1
"Lechevalieria",9,1
"Leeia",6,1
"Leeia",7,1
"Leeuwenhoekiella",3,1
"Leeuwenhoekiella",4,1
"Leeuwenhoekiella",5,1
"Leeuwenhoekiella",6,1
"Leeuwenhoekiella",7,1
"Legionella",3,1
"Legionella",4,1
"Legionella",5,1
"Legionella",7,1
"Legionella",9,1
"Leifsonia",5,1
"Leifsonia",6,1
"Leisingera",3,1
"Leisingera",4,1
"Leisingera",5,1
"Leisingera",6,1
"Leisingera",7,1
"Leisingera",11,1
"Leminorella",5,1
"Leminorella",6,1
"Leminorella",9,1
"Leminorella",11,1
"Lentimicrobium",3,1
"Lentimicrobium",5,1
"Lentisphaera",4,1
"Lentisphaera",9,1
"Leporipoxvirus",4,1
"Leporipoxvirus",6,1
"Leptolyngbya",3,1
"Leptolyngbya",4,1
"Leptolyngbya",6,1
"Leptolyngbya",7,1
"Leptolyngbya",8,1
"Leptolyngbya",11,1
"Leptospira",6,1
"Leptospira",8,1
"Leptospira",9,1
"Leptospira",11,1
"Leptospirillum",5,1
"Leptospirillum",7,1
"Leptospirillum",8,1
"Leptothrix",3,1
"Leptothrix",4,1
"Leptothrix",6,1
"Leptothrix",8,1
"Leptotrichia",8,1
"Leptotrichia",9,1
"Leptotrichia",11,1
"Leuconostoc",3,1
"Leuconostoc",4,1
"Leuconostoc",5,1
"Leuconostoc",6,1
"Leucothrix",3,1
"Leucothrix",4,1
"Leucothrix",7,1
"Levyella",5,1
"Levyella",8,1
"Lewinella",3,1
"Lewinella",4,1
"Lewinella",5,1
"Lihuaxuella",3,1
"Lihuaxuella",11,1
"Limnochorda",4,1
"Limnochorda",5,1
"Limnochorda",6,1
"Limnochorda",9,1
"Limnohabitans",3,1
"Limnohabitans",4,1
"Limnohabitans",5,1
"Limnohabitans",8,1
"Limnoraphis",4,1
"Limnoraphis",6,1
"Limnothrix",3,1
"Lipomyces",4,1
"Lipomyces",6,1
"Lipomyces",11,1
"Longilinea",4,1
"Longilinea",5,1
"Longilinea",11,1
"Luminiphilus",7,1
"Lunatimonas",3,1
"Lunatimonas",4,1
"Lunatimonas",5,1
"Lunatimonas",6,1
"Luteimonas",3,1
"Luteimonas",4,1
"Lutibacter",8,1
"Lutibacter",11,1
"Lyngbya",3,1
"Lyngbya",7,1
"Lysinibacillus",6,1
"Lysinibacillus",11,1
"Lysinimicrobium",4,1
"Lysinimicrobium",5,1
"Lysinimicrobium",6,1
"Lysobacter",5,1
"Lysobacter",6,1
"Lysobacter",7,1
"Magnetococcus",3,1
"Magnetococcus",4,1
"Magnetospirillum",3,1
"Magnetospirillum",4,1
"Magnetospirillum",9,1
"Magnetospirillum",11,1
"Mangrovibacter",3,1
"Mangrovibacter",4,1
"Mangrovibacter",7,1
"Mangrovimonas",4,1
"Mangrovimonas",5,1
"Mangrovimonas",6,1
"Mangrovimonas",8,1
"Mannheimia",3,1
"Mannheimia",4,1
"Mannheimia",5,1
"Mannheimia",9,1
"Maribacter",7,1
"Maribacter",8,1
"Maribacter",9,1
"Marichromatium",7,1
"Marinifilum",11,1
"Marinilabilia",7,1
"Marinilabilia",8,1
"Marinilabilia",11,1
"Marinilactibacillus",5,1
"Marinilactibacillus",9,1
"Marinimicrobium",4,1
"Mariniradius",4,1
"Mariniradius",6,1
"Mariniradius",7,1
"Mariniradius",9,1
"Marinithermus",3,1
"Marinithermus",5,1
"Marinithermus",7,1
"Marinitoga",4,1
"Marinitoga",5,1
"Marinitoga",7,1
"Marinobacter",3,1
"Marinobacter",4,1
"Marinobacter",5,1
"Marinobacter",6,1
"Marinobacter",7,1
"Marinobacter",8,1
"Marinobacter",9,1
"Marinobacter",11,1
"Marinobacterium",3,1
"Marinobacterium",5,1
"Marinobacterium",6,1
"Marinobacterium",8,1
"Marinobacterium",9,1
"Marinobacterium",11,1
"Marinococcus",4,1
"Marinomonas",3,1
"Marinomonas",7,1
"Marinospirillum",4,1
"Marinospirillum",7,1
"Marinovum",7,1
"Mariprofundus",3,1
"Mariprofundus",4,1
"Mariprofundus",5,1
"Mariprofundus",7,1
"Mariprofundus",8,1
"Mariprofundus",11,1
"Massilia",4,1
"Massilia",5,1
"Massilia",7,1
"Massilia",11,1
"Mastigocladus",3,1
"Mastigocladus",4,1
"Mastigocladus",7,1
"Mastigocladus",11,1
"Meiothermus",4,1
"Meiothermus",5,1
"Meiothermus",6,1
"Melghirimyces",3,1
"Melghirimyces",4,1
"Melghirimyces",7,1
"Mesoaciditoga",3,1
"Mesoaciditoga",4,1
"Mesoaciditoga",5,1
"Mesoflavibacter",5,1
"Mesonia",5,1
"Mesoplasma",3,1
"Mesoplasma",4,1
"Mesoplasma",6,1
"Mesoplasma",7,1
"Mesoplasma",11,1
"Mesorhizobium",3,1
"Mesorhizobium",4,1
"Mesorhizobium",5,1
"Mesorhizobium",6,1
"Mesorhizobium",7,1
"Mesorhizobium",8,1
"Mesorhizobium",9,1
"Mesorhizobium",11,1
"Mesotoga",3,1
"Methanobacterium",3,1
"Methanobacterium",7,1
"Methanobacterium",11,1
"Methanobrevibacter",3,1
"Methanobrevibacter",6,1
"Methanobrevibacter",8,1
"Methanobrevibacter",9,1
"Methanobrevibacter",11,1
"Methanocaldococcus",3,1
"Methanocella",4,1
"Methanocella",5,1
"Methanocella",6,1
"Methanocella",7,1
"Methanococcus",3,1
"Methanococcus",4,1
"Methanocorpusculum",5,1
"Methanocorpusculum",6,1
"Methanoculleus",3,1
"Methanoculleus",4,1
"Methanoculleus",5,1
"Methanoculleus",6,1
"Methanoculleus",9,1
"Methanofollis",3,1
"Methanofollis",4,1
"Methanofollis",7,1
"Methanolacinia",3,1
"Methanolacinia",4,1
"Methanolacinia",5,1
"Methanolacinia",7,1
"Methanolobus",3,1
"Methanomassiliicoccus",8,1
"Methanomassiliicoccus",9,1
"Methanoplanus",4,1
"Methanoplanus",5,1
"Methanoplanus",6,1
"Methanosaeta",3,1
"Methanosaeta",5,1
"Methanosaeta",7,1
"Methanosarcina",9,1
"Methanosphaera",3,1
"Methanosphaera",4,1
"Methanosphaera",9,1
"Methanosphaera",11,1
"Methanosphaerula",4,1
"Methanospirillum",7,1
"Methanothermococcus",7,1
"Methylibium",3,1
"Methylibium",4,1
"Methylibium",7,1
"Methylibium",9,1
"Methylobacillus",4,1
"Methylobacillus",6,1
"Methylobacter",4,1
"Methylobacter",6,1
"Methylobacter",11,1
"Methylobacterium",6,1
"Methylobacterium",7,1
"Methylobacterium",9,1
"Methylobacterium",11,1
"Methylocaldum",3,1
"Methylocaldum",4,1
"Methylocapsa",3,1
"Methylocapsa",7,1
"Methylococcus",3,1
"Methylococcus",4,1
"Methylococcus",5,1
"Methylococcus",11,1
"Methylocystis",5,1
"Methyloglobulus",4,1
"Methyloglobulus",11,1
"Methylohalobius",4,1
"Methylohalobius",7,1
"Methylomarinum",3,1
"Methylomarinum",7,1
"Methylomicrobium",4,1
"Methylomicrobium",7,1
"Methylomonas",4,1
"Methylomonas",5,1
"Methylomonas",6,1
"Methylomonas",8,1
"Methylophaga",3,1
"Methylophaga",7,1
"Methylotenera",3,1
"Methylotenera",7,1
"Methyloversatilis",3,1
"Methyloversatilis",4,1
"Methyloversatilis",5,1
"Methyloversatilis",7,1
"Methyloversatilis",11,1
"Methylovorus",3,1
"Methylovorus",8,1
"Methylovulum",3,1
"Methylovulum",6,1
"Methylovulum",8,1
"Micavibrio",3,1
"Micavibrio",4,1
"Micavibrio",5,1
"Micavibrio",7,1
"Micavibrio",9,1
"Microbacterium",5,1
"Microbacterium",6,1
"Microbacterium",8,1
"Microcoleus",7,1
"Microcoleus",8,1
"Microcystis",7,1
"Microcystis",8,1
"Micromonospora",4,1
"Micromonospora",5,1
"Microtetraspora",4,1
"Microtetraspora",5,1
"Microtetraspora",6,1
"Microtetraspora",7,1
"Microvirga",4,1
"Microvirga",5,1
"Microvirga",7,1
"Microvirgula",3,1
"Microvirgula",7,1
"Mitsuaria",4,1
"Mitsuaria",5,1
"Mitsuaria",6,1
"Mitsuaria",7,1
"Mitsuokella",9,1
"Mobiluncus",5,1
"Moniliophthora",4,1
"Moniliophthora",5,1
"Moniliophthora",8,1
"Moorea",5,1
"Moorea",6,1
"Moorea",7,1
"Moorella",8,1
"Moorella",11,1
"Moraxella",4,1
"Moraxella",5,1
"Moraxella",7,1
"Morganella",4,1
"Morganella",5,1
"Morganella",7,1
"Morganella",11,1
"Moritella",5,1
"Moritella",7,1
"Morococcus",5,1
"Mortierella",3,1
"Mortierella",4,1
"Mortierella",5,1
"Mortierella",6,1
"Mortierella",7,1
"Mortierella",9,1
"Mucilaginibacter",11,1
"Muricauda",3,1
"Muricauda",4,1
"Muricauda",5,1
"Muricauda",7,1
"Mycobacterium",6,1
"Mycobacterium",8,1
"Mycobacterium",11,1
"Myroides",6,1
"Myroides",9,1
"Myxococcus",4,1
"N4virus",3,1
"Nafulsella",5,1
"Nafulsella",6,1
"Nafulsella",11,1
"Natranaerobius",4,1
"Natranaerobius",6,1
"Natrialba",3,1
"Natrialba",4,1
"Natribacillus",3,1
"Natribacillus",4,1
"Natribacillus",5,1
